"id","true_mean_bl"
151,0.00258422870068507
152,0.00049479044325913
153,1.19343443325247e-05
154,0.00307377713059126
155,0.00077800411404244
156,0.000160346348141269
157,0.00106042108369958
158,0.00278906482616612
159,1.94780059691506e-05
160,6.62518773458111e-05
161,0.00318937181744609
162,8.25067202341002e-05
163,6.44074827786168e-05
164,0.000120085796246949
165,0.00057433263471752
166,0.000467345006774687
167,1.26029361275839e-05
168,0.000267556379114174
169,0.00073239484226345
170,0.000793713287565084
171,0.000400728651566811
172,4.14733264049467e-05
173,0.000122448846054673
174,0.00229697876626118
175,0.00337434300187486
176,0.000330172821345904
177,0.000359930008536151
178,0.00179072973051343
179,0.00321183418473265
180,8.22703738927495e-05
181,1.92057246785241e-05
182,6.67184620347249e-05
183,0.0029065796557926
184,0.000449436166158583
185,9.60227202461848e-05
186,0.000226632796869349
187,0.00248304889135946
188,1.34059196375801e-05
189,0.000334853131181079
190,0.00184068604155905
191,0.00435891871139125
192,0.000124160111512008
193,1.25190267830325e-05
194,1.39805002712282e-05
195,0.00232194698979318
196,3.46885229436619e-05
197,8.48736665772649e-05
198,0.0008886098411862
199,5.64898098101688e-05
200,8.14662232747701e-05
201,0.00163937089757968
202,0.000282966410114123
203,0.000318335201977399
204,0.00689557045031973
205,3.06360253653404e-05
206,2.12100588209185e-05
207,0.00179909577979641
208,0.00308079486771146
209,0.00356748617347825
210,1.38075626051852e-05
211,0.000162780972835521
212,2.42447438655904e-05
213,0.000976263301907066
214,0.00191022073006022
215,8.73694755527783e-05
216,0.00985460667362129
217,1.63947437572929e-05
218,4.36980708200769e-05
219,4.26227615866186e-05
220,0.000282957278572064
221,0.00624215005656705
222,0.00162804392254796
223,7.95833706362748e-05
224,0.00417399149535711
225,0.0047845245879796
226,0.00131851412535254
227,2.88334126612682e-05
228,0.00227227334667762
229,1.58929204540202e-05
230,0.00189077868014555
231,6.33195989050184e-05
232,3.89275220132608e-05
233,0.00015902891151528
234,0.0013218971217263
235,0.000272040565366645
236,1.45979621745683e-05
237,0.00906732890301195
238,2.76571457590195e-05
239,0.00639811652775675
240,0.000113903213595837
241,0.000130823776698995
242,0.00149759227092326
243,0.000358039128003919
244,0.000406173801909223
245,0.00336236561933217
246,1.09977615305484e-05
247,0.00139364216666874
248,2.01752604065466e-05
249,0.00317502129452021
250,0.00343600215095132
251,0.00501137030861675
252,0.00522256406798637
253,2.51594761613266e-05
254,7.42955011300649e-05
255,0.00816232797541104
256,0.00920249566534459
257,0.00325432385966941
258,0.00305935765152768
259,0.00171575293804871
260,0.0078774809896304
261,5.83263842575251e-05
262,2.40910656952271e-05
263,0.00202155979479824
264,0.00178420889504095
265,5.68931720038864e-05
266,2.09552580237306e-05
267,0.00814085969673238
268,0.000273332238939793
269,0.000324474666898303
270,0.00165648729771564
271,7.03089082458003e-05
272,2.45948970297712e-05
273,0.00509922808935373
274,2.03713908491367e-05
275,0.000177521237714693
276,0.000522020664665866
277,0.000699871821135087
278,0.00385720349980792
279,2.12954480143905e-05
280,0.00858155402076804
281,3.09558626553732e-05
282,0.000436392573315643
283,4.06073965548584e-05
284,0.000410500497883339
285,0.00352723147271312
286,0.00106515861187406
287,0.00480611780436054
288,0.000105619408214033
289,1.55649198762166e-05
290,0.000269503491855099
291,0.00417140048667886
292,0.000479307967086289
293,0.000380727777006198
294,0.00488553110387393
295,0.00470610311845236
296,0.00390566033123899
297,0.0048172625047662
298,0.000280411984118988
299,0.000580994681169823
300,1.59324102225996e-05
301,7.53084757580024e-05
302,3.47491677012395e-05
303,3.11444843280773e-05
304,1.499612205469e-05
305,0.000392536460318385
306,0.00110042894651294
307,4.75399253147141e-05
308,1.60150040410532e-05
309,0.000280436930774642
310,0.00682425429647274
311,0.000503212154013416
312,0.000197468944218141
313,7.93039949142717e-05
314,4.70088883864918e-05
315,0.000146754558208419
316,0.00313415200117903
317,0.000575280473344609
318,0.00716079823277953
319,0.000642895414184284
320,0.000231189086791126
321,7.84281450920607e-05
322,0.00106604341549051
323,0.00199860274204674
324,0.00495026258273833
325,0.00130407715880223
326,2.87264677253797e-05
327,0.00301109348632919
328,0.000103349745363863
329,0.00270955828749164
330,0.00012375101260669
331,7.4144674709516e-05
332,0.000476920142375525
333,0.0001327692632955
334,0.000267522810599457
335,0.00203372555502029
336,0.00394644286696628
337,1.45869712179294e-05
338,9.25165325137483e-05
339,0.000148044316215503
340,0.00221401282463215
341,0.00162338333549874
342,0.000150443305967121
343,1.83210144982978e-05
344,0.000423014268494411
345,4.94450538434021e-05
346,0.00701099328189143
347,0.00630916606018994
348,0.00286617479831187
349,1.62081075884442e-05
350,0.000346822150053772
351,0.000371125452852765
352,5.46527998095772e-05
353,0.00276793834390159
354,7.9693456959849e-05
355,0.00016997419813432
356,3.88378160945959e-05
357,0.00194021670321169
358,0.00605902591070522
359,0.00839817528562501
360,0.00197394146172479
361,0.00765431614121979
362,0.00123528259489926
363,0.00693995673385231
364,2.00890622058293e-05
365,0.000131521165715168
366,0.00157298727808164
367,0.000263717471507236
368,0.0004780401263899
369,0.00304059794466457
370,1.17900932689685e-05
371,0.000697293032622677
372,4.19645340701493e-05
373,0.000109803942802938
374,0.000626839648612939
375,1.60223406915148e-05
376,0.00123888472788959
377,2.06823127636648e-05
378,0.000504073832935999
379,0.000137453988134112
380,0.000440795599556732
381,0.00204792409471896
382,0.000143885440576111
383,2.82174424003144e-05
384,0.00762380253811485
385,0.000326809389976348
386,2.01686758067248e-05
387,0.00591746704460062
388,6.6333100215464e-05
389,1.57477722073837e-05
390,0.00121925194336075
391,5.16092197065621e-05
392,0.00232273068177943
393,0.000166916779883515
394,0.000202601785349963
395,0.000104494260732973
396,3.13116246340234e-05
397,0.00531934353577066
398,0.00286650992551709
399,5.29974455839494e-05
400,0.000412882996220366
401,0.000255238981787956
402,1.77593395290414e-05
403,0.00357335790549894
404,1.22651602019975e-05
405,3.14975913754005e-05
406,4.37351329586631e-05
407,0.000253780166155207
408,7.68762511982078e-05
409,0.00208360174546805
410,0.00524352930526966
411,2.61402858380236e-05
412,4.21376629500953e-05
413,0.000149625335981987
414,1.30384424423793e-05
415,7.58272818753142e-05
416,0.000918183057161606
417,4.91201174946656e-05
418,0.000136758926305058
419,0.000930662154019969
420,0.000172806919928012
421,0.000957918013142732
422,4.69065265332589e-05
423,0.00155912020100052
424,2.12044666078156e-05
425,1.90213949779395e-05
426,0.000103497915198058
427,0.000901225101765031
428,0.0016569612929472
429,0.000156352547028861
430,4.69453388295513e-05
431,0.00294065932563304
432,0.00108584834064906
433,0.00492639495587416
434,0.00219973948079737
435,0.00246519632717754
436,0.00223024892715018
437,0.000245252625283977
438,5.2968088202218e-05
439,0.00478991628355462
440,0.0048739617832417
441,0.007655108315532
442,0.00629519103810662
443,5.68454529650138e-05
444,1.52130585171542e-05
445,0.000773444967830337
446,0.000193783085718145
447,1.2464972325368e-05
448,8.07041308379058e-05
449,0.000152322034511914
450,2.61386321948949e-05
451,1.30847054043561e-05
452,0.00115470044374637
453,0.000354412687241422
454,0.00064891204364087
455,1.46757880694271e-05
456,0.00050620806013937
457,1.24277747713614e-05
458,0.000574951109225792
459,0.00588512579915084
460,7.99050573791869e-05
461,0.00051461364861891
462,0.000858557904798584
463,0.00258797280089693
464,0.000815644070843751
465,4.66854736419053e-05
466,0.000119113674156889
467,0.00182519595069077
468,1.70699965295672e-05
469,0.000123878753007923
470,0.000558856258564384
471,0.00212624978736522
472,0.000400689881204745
473,0.00145983909755197
474,1.274722212318e-05
475,0.000243161996960965
476,0.00441557746916431
477,0.000787535618824353
478,1.75372361214269e-05
479,2.57154591808949e-05
480,0.000178664843603971
481,0.000160780522102171
482,3.29650403555837e-05
483,0.00543456029625367
484,0.00037345511670724
485,1.53089089356253e-05
486,0.00345297806926519
487,0.000604678372345023
488,0.00355655377016188
489,0.00426551480288532
490,0.00125183186683164
491,0.000264409157000608
492,0.00245653778431825
493,2.04026107888751e-05
494,0.0011861432403126
495,0.000399512495752479
496,0.00245124641351514
497,7.54018532919085e-05
498,4.63734465973548e-05
499,0.00128060413653904
500,1.36026815242786e-05
501,0.000482010430970752
502,0.000736973761011519
503,0.00139060612198067
504,0.000992979198767897
505,0.000228559798330111
506,0.00537357000902892
507,0.00010202314770439
508,0.000345782316554181
509,0.000234278971318204
510,0.00180577126765308
511,0.000209819205113063
512,2.10920560898536e-05
513,0.00090330336548236
514,0.00925231807890821
515,0.000442273606666367
516,0.00182210582971847
517,0.000112652486816711
518,4.41411239428598e-05
519,0.000317572178164957
520,6.43594529321451e-05
521,0.000113005684133956
522,0.000655533811768697
523,0.00131297671480377
524,2.52234479395428e-05
525,3.44299924038701e-05
526,5.06929048483932e-05
527,1.69633154581733e-05
528,0.00453484742133232
529,0.00031166200793944
530,0.000391642611494856
531,0.00045498395350847
532,0.00931370116940545
533,0.000922931648481738
534,3.28198101798592e-05
535,2.29248451738335e-05
536,0.00253386989323882
537,0.000272507702930391
538,3.48692220361487e-05
539,0.000135569798401166
540,0.000428148641264714
541,0.00195326240711041
542,0.00125253727973993
543,6.90001171901281e-05
544,0.00238043272206053
545,1.20606619599608e-05
546,0.00922915526219905
547,0.00401344048589033
548,8.3341797379442e-05
549,3.05651630150018e-05
550,1.9240370200395e-05
551,0.00508940121207078
552,0.000702702507615191
553,0.00196071417252439
554,1.83013935459689e-05
555,3.47517064116693e-05
556,3.87756915554441e-05
557,1.25469676099031e-05
558,0.000630437108120684
559,0.00042849551547185
560,1.38842288660399e-05
561,9.69272931315699e-05
562,0.00081825671787158
563,1.78067226146809e-05
564,0.000232271366308316
565,9.20590041020883e-05
566,0.000357923858415514
567,0.00387921106045185
568,0.0006459454057019
569,1.07769565226734e-05
570,5.44833001012353e-05
571,0.000185013072796557
572,4.19623964150907e-05
573,0.000470944301429779
574,0.000272887814282842
575,0.00593516343812018
576,0.00769136354813666
577,1.57194819095005e-05
578,2.74363449791121e-05
579,1.39678685133452e-05
580,7.2825967878788e-05
581,0.00181656010650204
582,0.000659892628633279
583,0.000534602970453299
584,0.00333152983052795
585,0.00077973466696206
586,4.41662528196677e-05
587,1.17780613132288e-05
588,0.00163706962027321
589,0.00022518492979838
590,7.34487560316303e-05
591,0.00332349943038098
592,1.22557698361105e-05
593,2.61901205539761e-05
594,0.00201748349555437
595,3.22404574873427e-05
596,0.00321200152200381
597,0.000589714883657026
598,0.000208892245525853
599,7.54896590528179e-05
600,6.80159153437018e-05
601,0.00158010859685804
602,0.00513768535684313
603,0.00796512224504269
604,0.000471098530287282
605,0.000116515185788278
606,0.00116585336676635
607,0.000742184707253492
608,0.00128324214686614
609,0.00123853548610473
610,0.0020076107668381
611,0.000645707395443527
612,8.90040751223698e-05
613,0.000181613443043585
614,0.00114757208304395
615,1.65675430748058e-05
616,0.000118785258506483
617,6.33067505382031e-05
618,4.80169501247204e-05
619,0.00146615185851885
620,5.90714071264646e-05
621,1.63094605170422e-05
622,8.84661013459147e-05
623,0.00617068161907577
624,0.00164768970824317
625,8.85818000571758e-05
626,0.00243370506712799
627,0.000123156101272445
628,3.52304554076561e-05
629,0.00013677243679501
630,1.09274018766754e-05
631,0.000279706334820766
632,0.000161387752114101
633,4.83677988082199e-05
634,0.00796596452258029
635,0.000559543763264874
636,0.00284216404078465
637,2.73269981961007e-05
638,0.000737630747867616
639,0.000216213451392064
640,1.24176329169927e-05
641,0.00335977144147358
642,0.00259970982980451
643,0.0027029263192039
644,0.000180140318323361
645,0.000156862260746712
646,1.4464118553894e-05
647,0.00167080605564189
648,0.0020578734696503
649,2.42781213469894e-05
650,0.000183122423300449
651,0.00141043151645062
652,0.000715562352530178
653,0.000323286514518254
654,0.000812402061985268
655,0.000507856303365802
656,0.000230515743681906
657,0.00201339483035824
658,6.39800846650244e-05
659,0.000340490786844967
660,5.37897069304275e-05
661,0.00229891760756647
662,3.80311500185592e-05
663,9.19198870030109e-05
664,0.000121873940763552
665,0.000901704599244722
666,0.000158872708457136
667,5.50933367149437e-05
668,1.74208334588609e-05
669,0.000316788040574027
670,9.21842804975803e-05
671,0.00930028079320645
672,0.000317829080947753
673,0.00960963846729357
674,0.0026347601648641
675,3.37367160669105e-05
676,0.000807064300948201
677,0.00652962599897577
678,5.26947439314423e-05
679,0.000180901513868694
680,0.000176439002703775
681,8.29364732316123e-05
682,0.00190446142884107
683,1.03598070284352e-05
684,1.00223444801282e-05
685,0.00129929978309682
686,0.00482702320383882
687,5.85390759533295e-05
688,0.000118274390122601
689,0.000170504172963214
690,2.7875027432148e-05
691,0.00114149964029413
692,4.76849406075219e-05
693,0.00346497795776302
694,1.35654286823067e-05
695,2.00253274593287e-05
696,0.00748681392748828
697,0.000304318095348913
698,0.000323824469981366
699,3.80054825279712e-05
700,1.14997069904716e-05
701,6.53431844301884e-05
702,0.000566148141651107
703,5.73375510348483e-05
704,0.000540990420996363
705,3.93254417493945e-05
706,0.00142358287457351
707,0.000867528956063922
708,0.000254543403251864
709,2.03396725302395e-05
710,9.96001502343166e-05
711,0.000173215282126112
712,0.00424973545480808
713,6.21249541878113e-05
714,3.117886735574e-05
715,0.000227065578484598
716,9.75243396096247e-05
717,0.000319061873667159
718,2.04838928356169e-05
719,0.000147464830294695
720,5.23042338768328e-05
721,0.000267607351601117
722,0.000114174176885521
723,6.87372480382392e-05
724,0.004599003406506
725,1.40815474783269e-05
726,0.000722524679689879
727,4.94567961277955e-05
728,7.11294294911885e-05
729,0.000555639343723396
730,0.00210092705463686
731,0.00100808898140829
732,0.000141625624055856
733,2.17000358863106e-05
734,0.00301635444705055
735,0.006129073550793
736,0.000669957536686236
737,4.68098415757062e-05
738,0.00119296056714643
739,1.19513876098846e-05
740,0.00330318123072742
741,0.000501301458977478
742,3.43582014136789e-05
743,8.45768157632347e-05
744,0.00718749547895675
745,0.0036373592515522
746,1.80721637694505e-05
747,0.00209777586473223
748,3.27562184211607e-05
749,3.15869307236585e-05
750,3.22167477336984e-05
751,1.61460789804552e-05
752,0.00481189282350088
753,2.60284351277315e-05
754,0.00996089677297736
755,0.00241334471937229
756,4.32880739242082e-05
757,0.000409098751793256
758,0.000111643267311558
759,1.03036016068564e-05
760,3.36407573373775e-05
761,0.0011879910211405
762,4.46318791086189e-05
763,1.51631548407999e-05
764,0.00106980380653168
765,0.00244762502374141
766,2.77365464823962e-05
767,5.16993216141862e-05
768,0.00105511557243543
769,0.00186855849472275
770,2.06685178412664e-05
771,0.00112329920146746
772,0.00622392635823644
773,1.9599319184683e-05
774,0.000100564193133386
775,0.000659468612953186
776,0.00268440006411404
777,0.000282493122220771
778,0.00495784114835834
779,0.00382602101106779
780,3.38207349263226e-05
781,1.5827616366045e-05
782,1.25694747583578e-05
783,0.000170199987440966
784,0.00116240559355639
785,4.98379463837062e-05
786,0.000364776847744419
787,0.000186094439292658
788,5.60644711606294e-05
789,0.000444352735686959
790,0.000260704732693532
791,0.00029594548163277
792,0.000638106001688613
793,0.000234852839036623
794,0.00555126797833114
795,0.00914959974200355
796,0.00289658675369706
797,0.000274458466437102
798,3.12623958254464e-05
799,3.31546229901674e-05
800,0.000113942997987955
801,0.00320795263977168
802,0.00285836531430317
803,0.00155953897475524
804,0.000165421640912187
805,0.000116943101792453
806,3.18515633595787e-05
807,4.33408793723186e-05
808,0.000103275474497889
809,1.58465440068328e-05
810,0.0019935142291017
811,0.000721111171956719
812,0.00426334785578035
813,0.000221522980212614
814,9.08982114543766e-05
815,0.0012947672373849
816,2.70558044378661e-05
817,0.000193472910497869
818,0.00283929471612364
819,0.00390945529763807
820,1.18830782075303e-05
821,1.42338918444006e-05
822,3.82635149870221e-05
823,0.00194120595812602
824,0.0014838634558775
825,1.88809346954128e-05
826,0.000354984375898468
827,0.00445540197412029
828,0.00168162846701187
829,0.00248211948379517
830,0.00403313069477971
831,3.57888287903595e-05
832,4.45266494420405e-05
833,0.00282264585394971
834,0.000143168809208121
835,0.00254501236407754
836,0.000595126462699103
837,0.00444472383570448
838,0.000296431781694981
839,3.36368391241385e-05
840,0.000196541061095955
841,0.000779160186989044
842,0.000204397457633267
843,0.000585580152063235
844,7.85045797236933e-05
845,0.00259061319071097
846,0.00135843993913654
847,0.00706410192425253
848,0.00880950600949784
849,0.000129718097379102
850,2.54698945191011e-05
851,0.000119445227969005
852,1.39426379484714e-05
853,0.000959587993505679
854,0.00154965163907655
855,8.29255451913193e-05
856,0.000322742071881886
857,2.34986177171227e-05
858,0.00250034261399985
859,1.64219508384985e-05
860,0.00212401419564179
861,0.00233569699953527
862,0.00471644033494622
863,0.00904632109383623
864,0.00117641939959052
865,0.000789869176402159
866,3.58720684783052e-05
867,1.45997406811387e-05
868,0.00692953043203264
869,0.000107777493391868
870,0.000309674150868962
871,4.35396019239852e-05
872,1.25146461131659e-05
873,7.87277694767546e-05
874,2.72566920835507e-05
875,0.00325260248542181
876,0.000206298056572604
877,0.000631436425338461
878,0.00702441026014552
879,6.74068767859716e-05
880,6.07893268389789e-05
881,0.000187693307076745
882,0.00189978109348666
883,0.000750776812574061
884,0.00272198604251708
885,9.47911493906317e-05
886,0.0061620196837851
887,0.000495144147002054
888,0.00117410713826423
889,0.00188505786221368
890,0.000143984512742464
891,0.000259973686704133
892,9.65511310417682e-05
893,0.000489747427454878
894,0.000864458006649924
895,0.000208386748164678
896,0.00334965858044334
897,4.40881673764322e-05
898,0.000645956050338162
899,2.16428426965318e-05
900,1.97066358170735e-05
901,1.80036959521955e-05
902,0.00540020784164968
903,0.000102402999670042
904,0.00274341553283266
905,0.00575170827158146
906,0.00234365651500246
907,0.00110852731376011
908,0.00167849703093918
909,0.000929926018101617
910,9.70123374173363e-05
911,0.00074150360352441
912,0.000255312611685864
913,0.00214803375393319
914,0.00160036708610418
915,0.000920588126088808
916,0.00687592433932837
917,0.00640939662267411
918,0.000278273271069442
919,3.4879216399883e-05
920,0.00436114303743504
921,0.000163958696597577
922,9.88383906749653e-05
923,0.000548082123098403
924,0.000167410090020708
925,0.000136605624412962
926,0.000172148721206984
927,0.000134042366011263
928,0.00155555930937086
929,0.000345754424195669
930,2.85330819359357e-05
931,0.00336974693865147
932,1.0832173122399e-05
933,0.000426278889960647
934,0.000146481301377727
935,0.00023807764934667
936,0.000157459686641732
937,0.00458271631677433
938,0.000434758726419269
939,0.000140034632725869
940,0.000920891810541679
941,0.000725835455574436
942,1.4855588179586e-05
943,5.44683579791844e-05
944,0.00355431046803899
945,0.000539922529896983
946,0.000361538899818089
947,0.0049434180910742
948,0.00171732737768515
949,0.00761687618963181
950,0.000270401136022368
951,1.92836423323495e-05
952,5.55725398973299e-05
953,0.000813925914357755
954,0.00109701080695604
955,0.00174521439160519
956,0.00400836417057977
957,0.000818329471390258
958,0.00537697273546422
959,9.16290495386998e-05
960,6.02145780741143e-05
961,0.00144826812425602
962,0.000138179319737215
963,0.00267978886667005
964,0.00496373506566162
965,0.000869298319739078
966,0.000639995279500502
967,2.31895074615086e-05
968,4.13233250012547e-05
969,8.8539304936554e-05
970,0.000255175849003913
971,1.2189452662552e-05
972,3.33947125999037e-05
973,5.24155297910161e-05
974,7.12498115119348e-05
975,0.000355441699906668
976,0.00035249490442665
977,0.000109619454115881
978,0.00153822058576132
979,0.000509961957050415
980,6.28732845100638e-05
981,2.68168283702279e-05
982,0.000245657277936782
983,0.00975490283132707
984,0.00392934572710498
985,1.74191187785717e-05
986,0.000944667862056872
987,2.5138451690443e-05
988,3.66586542834935e-05
989,0.000203763571322266
990,0.00014357419255725
991,0.00120347636843791
992,0.00721504061113243
993,0.000846940454521495
994,1.61410297853309e-05
995,0.000268039738474354
996,3.51170992533947e-05
997,0.000306454011793832
998,0.00962089464620561
999,0.000182581173898739
1000,3.57418841357095e-05
